station,valid, tmpf ,  dwpf ,  relh ,  drct ,  sped ,  mslp ,  p01i ,  vsby ,  presentwx
CMI,2016-10-08 17:53,66.02,39.02,37.00,0.00,0.0,1024.60,0.00,10.00,M
CMI,2016-10-08 18:53,57.92,41.00,53.20,0.00,0.0,1024.90,0.00,9.00,M
CMI,2016-10-08 19:53,55.04,41.00,59.04,0.00,0.0,1025.00,0.00,10.00,M
CMI,2016-10-08 20:53,53.06,41.00,63.47,220.00,5.8,1025.60,0.00,10.00,M
CMI,2016-10-08 21:53,48.92,42.08,77.14,220.00,4.6,1026.10,0.00,10.00,M
CMI,2016-10-08 22:53,48.92,41.00,73.99,200.00,5.8,1026.50,0.00,10.00,M
CMI,2016-10-08 23:53,46.94,41.00,79.70,220.00,4.6,1026.70,0.00,10.00,M
CMI,2016-10-09 00:53,46.94,41.00,79.70,220.00,3.5,1026.30,0.00,10.00,M
CMI,2016-10-09 01:53,48.02,39.92,73.39,230.00,5.8,1026.20,0.00,10.00,M
CMI,2016-10-09 02:53,46.94,39.92,76.43,210.00,5.8,1026.00,0.00,10.00,M
CMI,2016-10-09 03:53,46.04,39.92,79.07,0.00,0.0,1025.80,0.00,10.00,M
CMI,2016-10-09 04:53,44.96,39.92,82.38,220.00,4.6,1026.20,0.00,10.00,M
CMI,2016-10-09 05:53,46.04,39.02,76.35,0.00,0.0,1026.40,0.00,10.00,M
CMI,2016-10-09 06:53,44.96,39.02,79.54,230.00,4.6,1026.90,0.00,10.00,M
CMI,2016-10-09 07:53,48.02,42.98,82.59,200.00,3.5,1027.50,0.00,10.00,M
CMI,2016-10-09 08:53,55.94,46.04,69.30,220.00,6.9,1028.00,0.00,10.00,M
CMI,2016-10-09 09:53,62.96,48.02,58.12,250.00,6.9,1028.10,0.00,10.00,M
CMI,2016-10-09 10:53,68.00,46.04,45.26,270.00,8.1,1027.90,0.00,10.00,M
CMI,2016-10-09 11:53,71.06,44.96,39.13,260.00,8.1,1027.50,0.00,10.00,M
CMI,2016-10-09 12:53,73.94,42.08,31.79,M,3.5,1026.80,0.00,10.00,M
CMI,2016-10-09 13:53,75.02,41.00,29.41,250.00,10.4,1026.20,0.00,10.00,M
CMI,2016-10-09 14:53,75.92,42.08,29.76,260.00,8.1,1025.50,0.00,10.00,M
CMI,2016-10-09 15:53,77.00,41.00,27.53,280.00,9.2,1025.40,0.00,10.00,M
CMI,2016-10-09 16:53,75.02,41.00,29.41,290.00,8.1,1025.30,0.00,10.00,M
CMI,2016-10-09 17:53,71.06,42.98,36.28,280.00,5.8,1025.30,0.00,10.00,M
CMI,2016-10-09 18:53,62.06,44.06,51.64,230.00,4.6,1025.50,0.00,8.00,M
CMI,2016-10-09 19:53,60.08,44.06,55.39,0.00,0.0,1025.90,0.00,10.00,M
CMI,2016-10-09 20:53,60.98,44.06,53.65,300.00,3.5,1026.20,0.00,10.00,M
CMI,2016-10-09 21:53,53.96,44.96,71.49,350.00,5.8,1026.30,0.00,10.00,M
CMI,2016-10-09 22:53,57.02,46.94,68.95,30.00,6.9,1026.10,0.00,10.00,M
CMI,2016-10-09 23:53,55.04,46.04,71.60,40.00,5.8,1026.20,0.00,10.00,M
CMI,2016-10-10 00:53,53.06,44.96,73.89,40.00,5.8,1025.90,0.00,10.00,M
CMI,2016-10-10 01:53,51.98,44.96,76.88,50.00,5.8,1025.90,0.00,10.00,M
CMI,2016-10-10 02:53,48.92,44.06,83.23,50.00,4.6,1026.10,0.00,10.00,M
CMI,2016-10-10 03:53,46.94,42.98,86.02,0.00,0.0,1026.40,0.00,10.00,M
CMI,2016-10-10 04:53,46.04,42.08,85.97,0.00,0.0,1026.80,0.00,10.00,M
CMI,2016-10-10 05:53,46.94,42.98,86.02,100.00,4.6,1027.10,0.00,10.00,M
CMI,2016-10-10 06:53,46.94,42.98,86.02,70.00,4.6,1027.30,0.00,10.00,M
CMI,2016-10-10 07:53,50.00,46.04,86.19,60.00,6.9,1027.40,0.00,10.00,M
CMI,2016-10-10 08:53,55.94,48.92,77.23,100.00,3.5,1027.70,0.00,10.00,M
CMI,2016-10-10 09:53,62.96,50.00,62.58,170.00,3.5,1028.00,0.00,10.00,M
CMI,2016-10-10 10:53,69.08,48.92,48.60,170.00,3.5,1027.70,0.00,10.00,M
CMI,2016-10-10 11:53,73.94,48.02,39.85,M,M,1027.20,0.00,10.00,M
CMI,2016-10-10 12:53,75.92,44.96,33.22,220.00,6.9,1026.50,0.00,10.00,M
CMI,2016-10-10 13:53,75.92,42.08,29.76,M,4.6,1025.60,0.00,10.00,M
CMI,2016-10-10 14:53,77.00,42.08,28.71,0.00,0.0,1024.80,0.00,10.00,M
CMI,2016-10-10 15:53,78.08,42.08,27.70,160.00,6.9,1024.50,0.00,10.00,M
CMI,2016-10-10 16:53,77.00,41.00,27.53,190.00,5.8,1024.30,0.00,10.00,M
CMI,2016-10-10 17:53,69.98,44.96,40.59,170.00,3.5,1024.20,0.00,10.00,M
CMI,2016-10-10 18:53,66.92,46.94,48.60,160.00,8.1,1024.40,0.00,10.00,M
CMI,2016-10-10 19:53,64.94,48.02,54.22,180.00,6.9,1024.50,0.00,10.00,M
CMI,2016-10-10 20:53,62.06,48.02,59.99,150.00,6.9,1024.30,0.00,10.00,M
CMI,2016-10-10 21:53,60.08,48.02,64.35,140.00,4.6,1024.00,0.00,10.00,M
CMI,2016-10-10 22:53,60.08,48.92,66.56,170.00,5.8,1024.10,0.00,10.00,M
CMI,2016-10-10 23:53,60.08,48.92,66.56,150.00,6.9,1023.90,0.00,10.00,M
CMI,2016-10-11 00:53,55.94,48.02,74.67,110.00,5.8,1023.90,0.00,10.00,M
CMI,2016-10-11 01:53,55.04,48.92,79.80,130.00,5.8,1023.90,0.00,10.00,M
CMI,2016-10-11 02:53,57.02,48.02,71.81,140.00,8.1,1023.80,0.00,10.00,M
CMI,2016-10-11 03:53,51.98,46.94,82.87,120.00,6.9,1023.80,0.00,10.00,M
CMI,2016-10-11 04:53,51.08,46.94,85.67,130.00,5.8,1024.10,0.00,10.00,M
CMI,2016-10-11 05:53,53.06,48.92,85.78,130.00,6.9,1024.00,0.00,10.00,M
CMI,2016-10-11 06:53,53.06,48.92,85.78,130.00,5.8,1024.10,0.00,10.00,M
CMI,2016-10-11 07:53,53.96,50.00,86.41,130.00,6.9,1024.30,0.00,10.00,M
CMI,2016-10-11 08:53,60.98,51.08,69.86,150.00,12.7,1024.20,0.00,10.00,M
CMI,2016-10-11 09:53,68.00,50.00,52.51,170.00,13.8,1024.20,0.00,10.00,M
CMI,2016-10-11 10:53,71.96,48.92,44.06,150.00,12.7,1023.20,0.00,10.00,M
CMI,2016-10-11 11:53,73.04,46.94,39.44,180.00,15.0,1022.50,0.00,10.00,M
CMI,2016-10-11 12:53,77.00,46.04,33.39,200.00,12.7,1021.70,0.00,10.00,M
CMI,2016-10-11 13:53,78.08,44.06,29.89,190.00,12.7,1020.40,0.00,10.00,M
CMI,2016-10-11 14:53,78.08,42.08,27.70,190.00,12.7,1019.50,0.00,10.00,M
CMI,2016-10-11 15:53,78.98,42.98,27.84,180.00,16.1,1019.10,0.00,10.00,M
CMI,2016-10-11 16:53,77.00,44.96,32.05,170.00,12.7,1018.80,0.00,10.00,M
CMI,2016-10-11 17:53,73.04,46.94,39.44,170.00,9.2,1018.70,0.00,10.00,M
CMI,2016-10-11 18:53,66.92,46.94,48.60,160.00,10.4,1018.90,0.00,10.00,M
CMI,2016-10-11 19:53,64.04,46.94,53.73,160.00,9.2,1019.00,0.00,10.00,M
CMI,2016-10-11 20:53,64.94,48.02,54.22,160.00,12.7,1018.80,0.00,10.00,M
CMI,2016-10-11 21:53,64.04,48.92,57.87,160.00,11.5,1018.60,0.00,10.00,M
CMI,2016-10-11 22:26,64.94,48.92,56.08,160.00,11.5,M,0.00,10.00,VCTS -RA
CMI,2016-10-11 22:41,66.02,50.00,56.23,160.00,12.7,M,0.02,9.00,-RA
CMI,2016-10-11 22:53,64.94,51.08,60.77,160.00,12.7,1018.60,0.02,10.00,M
CMI,2016-10-11 23:53,64.04,51.08,62.71,160.00,15.0,1017.90,0.00,10.00,M
CMI,2016-10-12 00:53,64.04,51.98,64.84,170.00,13.8,1017.70,0.00,10.00,M
CMI,2016-10-12 01:43,62.96,53.06,70.07,180.00,10.4,M,0.00,10.00,-TSRA
CMI,2016-10-12 01:53,62.06,53.96,74.75,180.00,8.1,1018.80,0.00,10.00,-TSRA
CMI,2016-10-12 02:18,62.06,55.04,77.75,190.00,4.6,M,0.00,10.00,VCTS
CMI,2016-10-12 02:30,62.06,55.04,77.75,170.00,5.8,M,0.00,10.00,M
CMI,2016-10-12 02:53,60.08,55.04,83.41,160.00,6.9,1018.70,0.00,10.00,M
CMI,2016-10-12 03:53,60.98,55.94,83.47,150.00,8.1,1017.90,0.02,9.00,-RA
CMI,2016-10-12 04:53,60.08,55.04,83.41,160.00,10.4,1017.70,0.01,10.00,M
CMI,2016-10-12 05:53,60.98,55.04,80.78,160.00,12.7,1017.20,0.00,10.00,M
CMI,2016-10-12 06:53,60.08,53.96,80.19,170.00,13.8,1016.90,0.00,10.00,M
CMI,2016-10-12 07:53,60.98,55.04,80.78,180.00,15.0,1016.90,0.00,10.00,M
CMI,2016-10-12 08:53,64.04,55.04,72.53,180.00,17.3,1016.80,0.00,10.00,M
CMI,2016-10-12 09:53,69.08,55.94,62.93,190.00,19.6,1016.20,0.00,10.00,M
CMI,2016-10-12 10:53,71.06,55.94,58.82,210.00,18.4,1016.40,0.00,10.00,M
CMI,2016-10-12 11:32,73.04,57.92,59.08,210.00,19.6,M,0.00,10.00,M
CMI,2016-10-12 11:53,73.94,59.00,59.58,220.00,21.9,1016.60,0.00,10.00,M
CMI,2016-10-12 12:08,73.04,59.00,61.41,230.00,18.4,M,0.00,10.00,M
CMI,2016-10-12 12:53,69.98,60.08,70.81,230.00,17.3,1016.40,0.00,10.00,-RA
CMI,2016-10-12 13:53,66.02,62.06,87.05,240.00,12.7,1016.50,0.04,4.00,RA BR
CMI,2016-10-12 14:53,66.02,62.96,89.86,220.00,12.7,1016.20,0.06,6.00,-RA BR
CMI,2016-10-12 15:53,66.92,64.04,90.46,220.00,13.8,1016.10,0.00,8.00,M
CMI,2016-10-12 16:00,66.92,64.04,90.46,230.00,15.0,M,0.00,7.00,-RA
CMI,2016-10-12 16:14,66.92,62.96,87.10,270.00,16.1,M,0.08,1.50,+RA BR
CMI,2016-10-12 16:26,62.96,60.08,90.31,290.00,13.8,M,0.09,1.50,-RA BR
CMI,2016-10-12 16:53,60.08,57.92,92.56,300.00,17.3,1017.00,0.09,1.50,BR
CMI,2016-10-12 17:00,57.92,55.04,90.11,300.00,18.4,M,0.00,1.50,M
CMI,2016-10-12 17:41,57.02,53.96,89.48,300.00,13.8,M,0.00,8.00,M
CMI,2016-10-12 17:53,57.02,53.06,86.58,300.00,12.7,1017.60,0.00,9.00,M
CMI,2016-10-12 18:11,55.94,53.06,90.03,300.00,12.7,M,0.00,9.00,M
CMI,2016-10-12 18:53,55.04,51.98,89.40,300.00,9.2,1018.70,0.00,10.00,M
CMI,2016-10-12 19:45,53.06,50.00,89.31,310.00,15.0,M,0.02,10.00,VCTS -RA
CMI,2016-10-12 19:53,53.06,48.92,85.78,310.00,15.0,1019.70,0.02,10.00,VCTS
CMI,2016-10-12 20:32,53.06,48.92,85.78,310.00,13.8,M,0.00,10.00,M
CMI,2016-10-12 20:44,51.98,48.02,86.30,310.00,12.7,M,0.00,10.00,M
CMI,2016-10-12 20:53,53.06,48.92,85.78,310.00,13.8,1020.70,0.00,10.00,M
CMI,2016-10-12 21:03,51.98,48.02,86.30,310.00,12.7,M,0.00,10.00,M
CMI,2016-10-12 21:53,51.98,48.02,86.30,320.00,15.0,1021.00,0.00,10.00,M
CMI,2016-10-12 22:53,51.98,46.94,82.87,330.00,12.7,1021.30,0.00,10.00,M
CMI,2016-10-12 23:42,51.08,46.94,85.67,330.00,12.7,M,0.00,10.00,M
CMI,2016-10-12 23:53,50.00,46.04,86.19,330.00,15.0,1022.10,0.00,10.00,M
CMI,2016-10-13 00:53,50.00,46.04,86.19,340.00,13.8,1022.50,0.00,9.00,M
CMI,2016-10-13 01:17,50.00,46.04,86.19,340.00,10.4,M,0.00,10.00,M
CMI,2016-10-13 01:43,48.92,44.06,83.23,340.00,12.7,M,0.00,10.00,M
CMI,2016-10-13 01:53,48.92,44.06,83.23,350.00,12.7,1023.20,0.00,10.00,M
CMI,2016-10-13 02:03,48.92,42.98,79.86,340.00,13.8,M,0.00,10.00,M
CMI,2016-10-13 02:11,48.92,42.98,79.86,340.00,13.8,M,0.00,10.00,M
CMI,2016-10-13 02:53,48.02,42.08,79.79,340.00,11.5,1023.50,0.00,10.00,M
CMI,2016-10-13 03:53,48.02,39.92,73.39,340.00,11.5,1024.10,0.00,10.00,M
CMI,2016-10-13 04:53,46.94,39.92,76.43,340.00,13.8,1025.10,0.00,10.00,M
CMI,2016-10-13 05:53,44.06,37.04,76.16,340.00,9.2,1025.90,0.00,10.00,M
CMI,2016-10-13 06:53,42.08,35.96,78.74,360.00,6.9,1026.10,0.00,10.00,M
CMI,2016-10-13 07:53,44.06,37.04,76.16,360.00,5.8,1026.40,0.00,10.00,M
CMI,2016-10-13 08:53,48.02,37.04,65.56,20.00,8.1,1027.10,0.00,10.00,M
CMI,2016-10-13 09:53,50.00,37.04,60.89,10.00,6.9,1027.40,0.00,10.00,M
CMI,2016-10-13 10:53,51.98,37.94,58.62,350.00,6.9,1027.80,0.00,10.00,M
CMI,2016-10-13 11:53,53.96,37.94,54.51,10.00,6.9,1027.60,0.00,10.00,M
CMI,2016-10-13 12:53,55.94,37.94,50.72,20.00,8.1,1026.90,0.00,10.00,M
CMI,2016-10-13 13:53,57.92,37.04,45.58,10.00,6.9,1025.90,0.00,10.00,M
CMI,2016-10-13 14:53,59.00,35.96,42.02,40.00,6.9,1025.40,0.00,10.00,M
CMI,2016-10-13 15:53,60.98,35.06,37.78,M,4.6,1025.30,0.00,10.00,M
CMI,2016-10-13 16:53,60.98,35.06,37.78,50.00,3.5,1025.30,0.00,10.00,M
CMI,2016-10-13 17:53,57.92,37.94,47.22,0.00,0.0,1025.20,0.00,10.00,M
CMI,2016-10-13 18:53,53.06,37.04,54.38,0.00,0.0,1025.50,0.00,10.00,M
CMI,2016-10-13 19:53,50.00,37.94,63.08,0.00,0.0,1026.10,0.00,10.00,M
CMI,2016-10-13 20:53,46.94,39.02,73.79,20.00,4.6,1026.00,0.00,10.00,M
CMI,2016-10-13 21:53,46.94,37.94,70.74,50.00,6.9,1025.90,0.00,10.00,M
CMI,2016-10-13 22:53,44.96,37.04,73.59,70.00,5.8,1026.00,0.00,10.00,M
CMI,2016-10-13 23:53,42.98,37.04,79.38,70.00,5.8,1026.00,0.00,10.00,M
CMI,2016-10-14 00:53,42.98,37.04,79.38,60.00,4.6,1025.70,0.00,10.00,M
CMI,2016-10-14 01:53,42.98,37.04,79.38,70.00,5.8,1025.70,0.00,10.00,M
CMI,2016-10-14 02:53,44.06,37.94,78.91,80.00,5.8,1025.30,0.00,10.00,M
CMI,2016-10-14 03:53,42.98,37.04,79.38,70.00,5.8,1025.10,0.00,10.00,M
CMI,2016-10-14 04:53,42.98,37.94,82.24,70.00,6.9,1024.80,0.00,10.00,M
CMI,2016-10-14 05:53,44.06,39.02,82.31,70.00,6.9,1024.90,0.00,10.00,M
CMI,2016-10-14 06:53,42.98,39.02,85.79,80.00,6.9,1025.00,0.00,10.00,M
CMI,2016-10-14 07:53,44.06,39.92,85.25,70.00,6.9,1025.30,0.00,10.00,M
CMI,2016-10-14 08:53,48.92,42.98,79.86,90.00,6.9,1026.00,0.00,10.00,M
CMI,2016-10-14 09:53,53.96,44.96,71.49,120.00,8.1,1025.90,0.00,10.00,M
CMI,2016-10-14 10:53,60.08,46.04,59.72,130.00,10.4,1025.20,0.00,10.00,M
CMI,2016-10-14 11:53,64.04,46.04,51.93,150.00,13.8,1024.40,0.00,10.00,M
CMI,2016-10-14 12:53,66.02,46.04,48.47,140.00,13.8,1023.30,0.00,10.00,M
CMI,2016-10-14 13:53,68.00,44.06,41.98,140.00,15.0,1022.40,0.00,10.00,M
CMI,2016-10-14 14:53,69.08,44.06,40.45,150.00,11.5,1021.60,0.00,10.00,M
CMI,2016-10-14 15:53,69.98,44.06,39.22,140.00,13.8,1021.50,0.00,10.00,M
CMI,2016-10-14 16:53,69.08,46.94,45.12,140.00,12.7,1021.30,0.00,10.00,M
CMI,2016-10-14 17:53,64.04,46.94,53.73,140.00,6.9,1020.90,0.00,10.00,M
CMI,2016-10-14 18:53,55.94,44.96,66.52,130.00,6.9,1021.30,0.00,10.00,M
CMI,2016-10-14 19:53,53.96,46.04,74.48,120.00,8.1,1021.30,0.00,10.00,M
CMI,2016-10-14 20:53,55.94,46.94,71.70,140.00,11.5,1020.90,0.00,10.00,M
CMI,2016-10-14 21:53,55.94,48.92,77.23,150.00,8.1,1020.90,0.00,10.00,M
CMI,2016-10-14 22:53,55.94,51.08,83.69,140.00,8.1,1020.40,0.00,10.00,M
CMI,2016-10-14 23:53,57.02,51.98,83.21,150.00,12.7,1019.60,0.00,10.00,M
CMI,2016-10-15 00:41,57.92,53.96,86.63,160.00,11.5,M,0.00,10.00,M
CMI,2016-10-15 00:53,57.92,53.96,86.63,170.00,10.4,1019.70,0.00,10.00,M
CMI,2016-10-15 01:53,59.00,55.04,86.69,180.00,10.4,1019.30,0.00,9.00,M
CMI,2016-10-15 02:33,59.00,55.04,86.69,190.00,9.2,M,0.00,7.00,M
CMI,2016-10-15 02:53,59.00,55.94,89.57,200.00,8.1,1019.50,0.00,7.00,M
CMI,2016-10-15 03:53,59.00,55.94,89.57,160.00,10.4,1019.00,0.00,6.00,BR
CMI,2016-10-15 04:53,60.08,57.02,89.61,180.00,11.5,1019.00,0.00,5.00,BR
CMI,2016-10-15 05:33,60.08,57.02,89.61,180.00,10.4,M,0.00,2.00,BR
CMI,2016-10-15 05:53,60.08,57.92,92.56,180.00,9.2,1019.40,0.00,1.50,BR
CMI,2016-10-15 06:20,60.08,57.92,92.56,170.00,12.7,M,0.00,2.00,BR
CMI,2016-10-15 06:46,60.08,57.92,92.56,180.00,13.8,M,0.00,1.50,BR
CMI,2016-10-15 06:53,60.08,57.92,92.56,180.00,13.8,1019.30,0.00,1.00,BR
CMI,2016-10-15 07:00,60.08,57.92,92.56,180.00,12.7,M,0.00,0.75,BR
CMI,2016-10-15 07:16,60.08,57.92,92.56,180.00,12.7,M,0.00,1.25,BR
CMI,2016-10-15 07:25,60.08,57.92,92.56,170.00,12.7,M,0.00,2.00,BR
CMI,2016-10-15 07:34,60.98,57.92,89.65,170.00,13.8,M,0.00,4.00,BR
CMI,2016-10-15 07:41,60.98,57.92,89.65,170.00,13.8,M,0.00,3.00,BR
CMI,2016-10-15 07:53,60.98,57.92,89.65,180.00,12.7,1019.40,0.00,3.00,BR
CMI,2016-10-15 08:22,60.98,59.00,93.19,180.00,11.5,M,0.00,2.50,BR
CMI,2016-10-15 08:31,62.06,59.00,89.70,180.00,11.5,M,0.00,3.00,BR
CMI,2016-10-15 08:53,62.06,59.00,89.70,180.00,11.5,1019.40,0.00,3.00,BR
CMI,2016-10-15 09:06,62.06,59.00,89.70,180.00,12.7,M,0.00,1.75,BR
CMI,2016-10-15 09:17,62.06,59.00,89.70,180.00,12.7,M,0.00,3.00,BR
CMI,2016-10-15 09:53,62.96,60.08,90.31,190.00,16.1,1019.00,0.00,6.00,BR
CMI,2016-10-15 10:53,64.04,60.08,86.95,190.00,18.4,1018.90,0.00,6.00,BR
CMI,2016-10-15 11:37,64.04,60.98,89.78,200.00,17.3,M,0.00,2.50,BR
CMI,2016-10-15 11:53,64.94,60.98,87.00,200.00,17.3,1018.60,0.00,6.00,BR
CMI,2016-10-15 12:12,66.02,60.98,83.79,190.00,19.6,M,0.00,7.00,M
CMI,2016-10-15 12:53,68.00,60.98,78.25,190.00,17.3,1017.70,0.00,8.00,M
CMI,2016-10-15 13:33,69.98,60.98,73.11,180.00,17.3,M,0.00,10.00,M
CMI,2016-10-15 13:53,71.96,62.06,71.01,180.00,20.7,1016.70,0.00,10.00,M
CMI,2016-10-15 14:21,73.94,62.06,66.43,180.00,18.4,M,0.00,10.00,M
CMI,2016-10-15 14:53,75.92,62.06,62.17,180.00,19.6,1015.90,0.00,10.00,M
CMI,2016-10-15 15:53,77.00,62.06,59.98,180.00,19.6,1015.60,0.00,10.00,M
CMI,2016-10-15 16:53,75.92,60.08,57.96,180.00,19.6,1015.40,0.00,10.00,M
CMI,2016-10-15 17:53,73.04,60.08,63.83,180.00,17.3,1015.20,0.00,10.00,M
CMI,2016-10-15 18:53,69.98,60.08,70.81,170.00,13.8,1015.50,0.00,10.00,M
CMI,2016-10-15 19:53,71.06,60.08,68.25,170.00,16.1,1015.50,0.00,10.00,M
CMI,2016-10-15 20:53,69.08,60.08,73.02,190.00,15.0,1015.80,0.00,10.00,M
CMI,2016-10-15 21:53,66.92,60.08,78.66,180.00,12.7,1015.90,0.00,10.00,M
CMI,2016-10-15 22:53,66.92,60.08,78.66,180.00,13.8,1016.10,0.00,10.00,M
CMI,2016-10-15 23:53,66.92,59.00,75.69,180.00,15.0,1015.90,0.00,10.00,M
CMI,2016-10-16 00:53,66.02,59.00,78.08,190.00,12.7,1015.80,0.00,10.00,M
CMI,2016-10-16 01:53,66.02,59.00,78.08,190.00,11.5,1015.70,0.00,10.00,M
CMI,2016-10-16 02:53,66.02,59.00,78.08,190.00,15.0,1015.20,0.00,10.00,M
CMI,2016-10-16 03:53,66.02,59.00,78.08,190.00,15.0,1014.40,0.00,10.00,M
CMI,2016-10-16 04:53,64.94,59.00,81.07,180.00,15.0,1014.10,0.00,10.00,M
CMI,2016-10-16 05:53,64.04,59.00,83.66,180.00,12.7,1014.10,0.00,10.00,M
CMI,2016-10-16 06:53,66.92,59.00,75.69,190.00,17.3,1013.70,0.00,10.00,M
CMI,2016-10-16 07:50,66.20,60.80,82.74,210.00,18.4,M,0.09,1.50,RA
CMI,2016-10-16 07:53,64.94,60.08,84.26,200.00,23.0,1014.30,0.10,1.25,+RA
CMI,2016-10-16 08:01,64.94,60.98,87.00,220.00,21.9,M,0.01,3.00,VCTS -RA BR
CMI,2016-10-16 08:14,66.02,60.98,83.79,210.00,20.7,M,0.01,8.00,VCTS -RA
CMI,2016-10-16 08:22,66.02,60.98,83.79,210.00,17.3,M,0.02,8.00,-RA
CMI,2016-10-16 08:33,64.94,60.98,87.00,220.00,13.8,M,0.04,4.00,RA BR
CMI,2016-10-16 08:53,64.04,60.98,89.78,210.00,13.8,1015.10,0.07,2.50,RA BR
CMI,2016-10-16 08:57,64.04,60.98,89.78,220.00,18.4,M,0.04,1.75,+RA BR
CMI,2016-10-16 09:11,64.04,62.06,93.28,200.00,15.0,M,0.10,2.00,-RA BR
CMI,2016-10-16 09:35,64.04,62.06,93.28,190.00,15.0,M,0.15,2.50,-RA BR
CMI,2016-10-16 09:53,64.94,62.06,90.39,190.00,15.0,1015.10,0.17,2.50,-RA BR
CMI,2016-10-16 10:53,64.04,62.06,93.28,190.00,12.7,1015.10,0.04,8.00,M
CMI,2016-10-16 11:53,64.94,62.06,90.39,180.00,10.4,1015.10,0.00,9.00,M
CMI,2016-10-16 12:07,64.94,62.06,90.39,170.00,10.4,M,0.00,8.00,M
CMI,2016-10-16 12:53,66.02,62.96,89.86,170.00,10.4,1014.50,0.00,9.00,M
CMI,2016-10-16 13:53,68.00,64.04,87.16,170.00,10.4,1013.50,0.00,10.00,M
CMI,2016-10-16 14:08,69.08,64.94,86.66,170.00,8.1,M,0.00,10.00,M
CMI,2016-10-16 14:53,71.06,66.02,84.10,150.00,6.9,1012.90,0.00,10.00,M
CMI,2016-10-16 15:53,71.06,66.02,84.10,120.00,8.1,1012.40,0.00,10.00,M
CMI,2016-10-16 16:53,71.06,66.02,84.10,120.00,10.4,1011.80,0.00,10.00,M
CMI,2016-10-16 17:53,69.08,64.94,86.66,110.00,9.2,1011.50,0.00,10.00,M
CMI,2016-10-16 18:53,66.92,64.94,93.35,120.00,10.4,1011.20,0.00,8.00,M
CMI,2016-10-16 19:53,69.98,64.94,84.04,160.00,9.2,1011.60,0.00,10.00,M
CMI,2016-10-16 20:53,69.98,64.94,84.04,160.00,11.5,1011.50,0.00,10.00,M
CMI,2016-10-16 21:53,69.98,64.04,81.44,170.00,13.8,1011.10,0.00,10.00,M
CMI,2016-10-16 22:53,71.06,64.94,81.00,180.00,16.1,1010.70,0.00,10.00,M
CMI,2016-10-16 23:53,69.98,64.94,84.04,180.00,16.1,1010.60,0.00,10.00,M
CMI,2016-10-17 00:53,69.98,64.04,81.44,180.00,15.0,1010.60,0.00,10.00,M
CMI,2016-10-17 01:53,69.08,64.04,83.98,190.00,13.8,1010.60,0.00,10.00,M
CMI,2016-10-17 02:53,66.92,62.96,87.10,180.00,10.4,1010.80,0.00,10.00,M
CMI,2016-10-17 03:53,66.92,62.96,87.10,180.00,16.1,1009.40,0.00,10.00,M
CMI,2016-10-17 04:53,66.92,62.06,84.38,180.00,17.3,1009.40,0.00,10.00,M
CMI,2016-10-17 05:53,66.02,62.06,87.05,180.00,16.1,1009.00,0.00,10.00,M
CMI,2016-10-17 06:53,66.02,60.98,83.79,180.00,17.3,1008.70,0.00,10.00,M
CMI,2016-10-17 07:53,66.92,60.98,81.22,180.00,17.3,1008.80,0.00,10.00,M
CMI,2016-10-17 08:53,69.08,62.96,80.86,190.00,18.4,1008.60,0.00,10.00,M
CMI,2016-10-17 09:53,73.04,64.04,73.41,190.00,21.9,1008.10,0.00,10.00,M
CMI,2016-10-17 10:53,75.92,64.94,68.78,200.00,25.3,1007.20,0.00,10.00,M
CMI,2016-10-17 11:53,80.06,64.94,59.99,190.00,28.8,1006.30,0.00,10.00,M
CMI,2016-10-17 12:53,82.94,64.94,54.63,190.00,27.6,1005.10,0.00,10.00,M
CMI,2016-10-17 13:53,84.92,64.94,51.25,190.00,26.5,1003.90,0.00,10.00,M
CMI,2016-10-17 14:53,86.00,64.04,47.97,190.00,29.9,1002.90,0.00,10.00,M
CMI,2016-10-17 15:53,84.92,62.96,47.82,190.00,28.8,1002.20,0.00,10.00,M
CMI,2016-10-17 16:53,82.94,62.96,50.97,180.00,27.6,1002.10,0.00,10.00,M
CMI,2016-10-17 17:53,80.06,60.98,52.19,180.00,25.3,1001.90,0.00,10.00,M
CMI,2016-10-17 18:53,78.08,62.06,57.87,170.00,26.5,1002.20,0.00,10.00,M
CMI,2016-10-17 19:53,75.92,64.04,66.65,180.00,20.7,1002.70,0.00,10.00,M
CMI,2016-10-17 20:53,75.02,62.06,64.07,180.00,27.6,1002.30,0.00,10.00,M
CMI,2016-10-17 21:53,73.94,60.98,63.94,190.00,24.2,1002.80,0.00,10.00,M
CMI,2016-10-17 22:53,73.94,60.98,63.94,190.00,21.9,1003.50,0.00,10.00,M
CMI,2016-10-17 23:53,73.04,60.98,65.90,190.00,21.9,1003.80,0.00,10.00,M
CMI,2016-10-18 00:53,71.96,60.98,68.35,190.00,19.6,1003.90,0.00,10.00,M
CMI,2016-10-18 01:53,71.06,60.98,70.47,190.00,18.4,1003.80,0.00,10.00,M
CMI,2016-10-18 02:53,71.06,60.98,70.47,200.00,16.1,1003.70,0.00,10.00,M
CMI,2016-10-18 03:53,71.06,60.98,70.47,200.00,19.6,1003.70,0.00,10.00,M
CMI,2016-10-18 04:53,71.06,62.06,73.22,200.00,18.4,1003.90,0.00,10.00,M
CMI,2016-10-18 05:53,69.98,62.06,75.96,200.00,16.1,1004.40,0.00,10.00,M
